name,variant,condition,city,year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,Original_Price,Price
Hyundai i20,E (Base),Good,Tier 2 (Medium),2022,142483.96,Diesel,Manual,Second Owner,20.0,1197,82,5,994493.5,417839.75
Maruti Suzuki Brezza,LXI (Base),Poor,Metro (High Demand),2025,95857.63,Diesel,Manual,Third Owner,19.0,1462,103,5,1096393.46,511986.56
Hyundai Verna,S (Mid),Fair,Rural (Low),2023,42792.63,CNG,Manual,Third Owner,19.0,1497,113,5,1361132.92,686599.97
Maruti Suzuki Baleno,ZXI (Top),Poor,Tier 2 (Medium),2022,35718.85,Diesel,Automatic,Third Owner,22.0,1197,88,5,1075623.29,436688.53
Kia Sonet,GTX (Top),Fair,Rural (Low),2011,106737.09,CNG,Manual,Second Owner,18.0,998,118,5,1160393.98,361388.05
Mahindra Thar,Top,Poor,Tier 2 (Medium),2017,25211.05,CNG,Manual,First Owner,15.0,1997,150,4,1728868.76,574160.93
Tata Altroz,XM (Mid),Good,Tier 2 (Medium),2020,87659.38,Diesel,Automatic,First Owner,19.0,1199,84,5,1067750.87,599771.73
Honda Elevate,E (Base),Good,Tier 2 (Medium),2023,85650.33,CNG,Automatic,First Owner,15.0,1498,119,5,1538243.53,1139802.53
Maruti Suzuki Alto,VXI (Mid),Excellent,Tier 2 (Medium),2018,67163.04,Diesel,Manual,First Owner,22.0,796,47,5,558241.2,301437.63
Hyundai Grand i10,E (Base),Poor,Metro (High Demand),2024,89929.88,CNG,Automatic,Fourth & Above Owner,20.0,1197,82,5,842599.28,267218.33
Mahindra Bolero,Mid,Good,Metro (High Demand),2019,86404.62,CNG,Manual,First Owner,16.0,1493,75,7,1107926.34,604735.74
Maruti Suzuki Ertiga,VXI (Mid),Fair,Rural (Low),2025,71315.06,CNG,Manual,First Owner,20.0,1462,103,7,1170011.58,927016.2
Volkswagen Virtus,Comfortline (Mid),Good,Metro (High Demand),2016,146406.0,Petrol,Automatic,Third Owner,18.0,1498,148,5,1708741.62,527528.69
Tata Safari,XM (Mid),Good,Metro (High Demand),2019,58871.64,CNG,Automatic,Second Owner,14.0,1956,167,7,2255683.88,1001742.46
Honda Elevate,E (Base),Fair,Tier 2 (Medium),2019,82678.97,Diesel,Automatic,Second Owner,15.0,1498,119,5,1634180.34,575518.08
Kia Carens,HTK (Mid),Excellent,Rural (Low),2016,63916.54,CNG,Manual,Second Owner,16.0,1497,113,7,1257417.7,402304.21
Maruti Suzuki Brezza,LXI (Base),Excellent,Tier 2 (Medium),2021,143242.39,Petrol,Manual,First Owner,19.0,1462,103,5,983439.92,527896.87
Tata Harrier,XM (Mid),Good,Tier 2 (Medium),2014,78190.15,Diesel,Automatic,Second Owner,16.0,1956,167,5,2149748.94,672311.99
Tata Tiago,XM (Mid),Good,Metro (High Demand),2013,69710.53,Petrol,Manual,First Owner,20.0,1199,84,5,732610.19,242065.9
Volkswagen Virtus,Highline (Top),Excellent,Tier 2 (Medium),2024,138874.84,Diesel,Manual,First Owner,18.0,1498,148,5,1712674.98,1422369.26
Tata Safari,XZ (Top),Good,Tier 2 (Medium),2020,113931.59,CNG,Automatic,First Owner,14.0,1956,167,7,2263488.93,1130729.13
Kia Seltos,HTE (Base),Good,Metro (High Demand),2024,86940.74,Petrol,Manual,First Owner,16.0,1497,113,5,1615356.91,1361661.45
Toyota Glanza,V (Top),Good,Rural (Low),2020,26418.61,CNG,Manual,First Owner,22.0,1197,88,5,993750.31,616107.74
Volkswagen Polo,Comfortline (Mid),Excellent,Metro (High Demand),2018,37398.67,Petrol,Manual,First Owner,18.0,999,108,5,883848.95,771905.45
Mahindra Bolero,Mid,Poor,Metro (High Demand),2014,49575.22,CNG,Manual,Second Owner,16.0,1493,75,7,1087538.42,348968.95
Maruti Suzuki Baleno,VXI (Mid),Good,Metro (High Demand),2018,21210.01,Diesel,Manual,First Owner,22.0,1197,88,5,980518.17,487426.77
Hyundai Verna,S (Mid),Excellent,Rural (Low),2022,78678.27,CNG,Manual,First Owner,19.0,1497,113,5,1243799.13,906973.71
Tata Safari,XE (Base),Fair,Tier 2 (Medium),2012,48696.34,CNG,Manual,Second Owner,14.0,1956,167,7,2126115.68,664813.95
Volkswagen Virtus,Highline (Top),Fair,Tier 2 (Medium),2011,69224.7,Diesel,Automatic,First Owner,18.0,1498,148,5,1895488.62,590814.3
Volkswagen Virtus,Comfortline (Mid),Poor,Rural (Low),2019,70671.32,Diesel,Manual,Second Owner,18.0,1498,148,5,1710305.72,1517098.46
Hyundai Grand i10,S (Mid),Fair,Rural (Low),2014,6109.32,Petrol,Automatic,First Owner,20.0,1197,82,5,851037.64,691403.99
Toyota Innova,G (Base),Poor,Metro (High Demand),2012,95472.87,Petrol,Manual,Second Owner,11.0,2393,148,7,2528343.04,786954.45
Toyota Fortuner,V (Top),Fair,Tier 2 (Medium),2020,139496.75,CNG,Manual,First Owner,10.0,2755,201,7,3616090.22,1774956.04
Toyota Fortuner,V (Top),Good,Metro (High Demand),2025,124886.19,Petrol,Automatic,First Owner,10.0,2755,201,7,3816278.91,3424596.39
Honda Elevate,E (Base),Good,Metro (High Demand),2022,12550.35,CNG,Manual,First Owner,15.0,1498,119,5,1305712.88,1004011.69
Maruti Suzuki Alto,ZXI (Top),Good,Tier 2 (Medium),2015,112801.05,Diesel,Automatic,First Owner,22.0,796,47,5,677508.23,229150.54
Mahindra Scorpio,Mid,Fair,Metro (High Demand),2015,83521.83,Diesel,Manual,First Owner,15.0,2184,130,7,1887104.3,646225.12
Toyota Fortuner,G (Base),Good,Metro (High Demand),2015,12758.95,Diesel,Automatic,Second Owner,10.0,2755,201,7,3746110.57,1282260.67
Honda Amaze,S (Mid),Good,Metro (High Demand),2011,35675.81,CNG,Manual,Second Owner,18.0,1199,88,5,916701.35,297990.13
Honda Elevate,S (Mid),Excellent,Rural (Low),2016,114001.29,Petrol,Manual,First Owner,15.0,1498,119,5,1450573.83,485948.32
Honda City,S (Mid),Good,Rural (Low),2014,85173.18,Petrol,Manual,Second Owner,17.0,1498,119,5,1522433.76,467782.13
Hyundai Verna,S (Mid),Good,Rural (Low),2016,32058.78,Petrol,Automatic,Third Owner,19.0,1497,113,5,1470055.7,467233.11
Mahindra Thar,Mid,Fair,Tier 2 (Medium),2025,123464.73,CNG,Automatic,Third Owner,15.0,1997,150,4,1797170.37,899757.01
Toyota Fortuner,V (Top),Good,Rural (Low),2018,57058.1,Petrol,Manual,Second Owner,10.0,2755,201,7,3605521.48,1549133.49
Kia Sonet,GTX (Top),Good,Tier 2 (Medium),2015,147080.3,Petrol,Automatic,First Owner,18.0,998,118,5,1248550.05,387931.01
Tata Tiago,XM (Mid),Good,Tier 2 (Medium),2015,127235.73,Petrol,Automatic,Second Owner,20.0,1199,84,5,815316.84,266182.96
Mahindra Thar,Mid,Fair,Metro (High Demand),2018,14208.03,Diesel,Manual,First Owner,15.0,1997,150,4,1674620.05,732948.48
Mahindra Bolero,Top,Good,Tier 2 (Medium),2020,68879.17,Diesel,Automatic,Second Owner,16.0,1493,75,7,1374773.2,672321.03
Mahindra XUV700,Mid,Good,Rural (Low),2025,122469.54,CNG,Automatic,First Owner,13.0,2198,182,7,2176437.48,1893452.12
Kia Carens,GTX (Top),Excellent,Tier 2 (Medium),2011,33140.69,Diesel,Manual,Second Owner,16.0,1497,113,7,1450247.59,449809.6
Honda City,E (Base),Good,Tier 2 (Medium),2020,50217.64,CNG,Manual,First Owner,17.0,1498,119,5,1426031.66,710682.18
Volkswagen Vento,Comfortline (Mid),Good,Tier 2 (Medium),2022,95537.05,CNG,Automatic,First Owner,17.0,999,108,5,1292982.09,893309.41
Kia Seltos,HTE (Base),Good,Metro (High Demand),2014,47523.89,Petrol,Automatic,First Owner,16.0,1497,113,5,1767612.74,611168.01
Volkswagen Polo,Comfortline (Mid),Fair,Metro (High Demand),2017,54035.87,Diesel,Automatic,Fourth & Above Owner,18.0,999,108,5,1135267.08,357368.47
Mahindra XUV300,Base,Excellent,Tier 2 (Medium),2022,69552.69,Petrol,Manual,Second Owner,17.0,1197,108,5,1185979.82,721570.08
Tata Safari,XE (Base),Excellent,Metro (High Demand),2015,111094.7,CNG,Automatic,Second Owner,14.0,1956,167,7,2124086.28,664433.86
Mahindra XUV300,Top,Good,Rural (Low),2017,102988.65,Petrol,Manual,First Owner,17.0,1197,108,5,1204441.98,401113.1
Hyundai Creta,S (Mid),Good,Rural (Low),2014,124557.28,Petrol,Manual,Second Owner,16.0,1497,113,5,1591277.28,504816.2
Maruti Suzuki Dzire,VXI (Mid),Good,Tier 2 (Medium),2022,100129.54,CNG,Manual,Second Owner,23.0,1197,88,5,797829.93,363623.97
Toyota Glanza,G (Base),Fair,Tier 2 (Medium),2018,25224.42,Petrol,Manual,Second Owner,22.0,1197,88,5,845604.04,293026.83
Toyota Urban Cruiser,V (Top),Fair,Tier 2 (Medium),2012,99549.97,CNG,Manual,First Owner,18.0,1462,103,5,1191952.32,383867.58
Toyota Glanza,V (Top),Excellent,Rural (Low),2021,60485.43,Diesel,Manual,First Owner,22.0,1197,88,5,1113272.18,700157.81
Kia Sonet,HTK (Mid),Good,Metro (High Demand),2023,54185.58,CNG,Manual,Third Owner,18.0,998,118,5,1122000.46,665085.71
Hyundai Creta,SX (Top),Excellent,Rural (Low),2022,89652.69,CNG,Automatic,First Owner,16.0,1497,113,5,1775593.85,1583639.39
Mahindra Scorpio,Base,Good,Metro (High Demand),2023,17983.63,CNG,Manual,First Owner,15.0,2184,130,7,1638766.47,1462218.22
Volkswagen Vento,Comfortline (Mid),Good,Metro (High Demand),2023,33266.74,Diesel,Automatic,Fourth & Above Owner,17.0,999,108,5,1497888.94,788671.32
Hyundai Grand i10,E (Base),Fair,Tier 2 (Medium),2020,120089.21,Diesel,Manual,Second Owner,20.0,1197,82,5,888528.7,296164.87
Mahindra Bolero,Mid,Fair,Metro (High Demand),2021,7856.05,Diesel,Automatic,First Owner,16.0,1493,75,7,1288156.93,790348.31
Honda Elevate,E (Base),Good,Metro (High Demand),2021,25197.71,Petrol,Automatic,Third Owner,15.0,1498,119,5,1475277.57,701426.49
Kia Carens,GTX (Top),Good,Rural (Low),2020,136076.11,Petrol,Automatic,Third Owner,16.0,1497,113,7,1515629.36,513581.12
Maruti Suzuki Brezza,VXI (Mid),Good,Rural (Low),2023,69862.75,Petrol,Automatic,First Owner,19.0,1462,103,5,1178105.05,849606.0
Toyota Urban Cruiser,V (Top),Good,Metro (High Demand),2021,93557.67,Diesel,Manual,Fourth & Above Owner,18.0,1462,103,5,1243559.04,472589.87
Maruti Suzuki Baleno,LXI (Base),Poor,Metro (High Demand),2013,98022.36,Petrol,Manual,Second Owner,22.0,1197,88,5,751729.69,249182.49
Mahindra Scorpio,Top,Fair,Rural (Low),2020,23802.62,CNG,Automatic,Third Owner,15.0,2184,130,7,1843973.69,822488.5
Tata Tiago,XM (Mid),Good,Metro (High Demand),2015,101054.94,Petrol,Automatic,Second Owner,20.0,1199,84,5,879463.94,278257.17
Kia Sonet,HTE (Base),Excellent,Rural (Low),2018,55749.6,CNG,Automatic,First Owner,18.0,998,118,5,1260678.46,537989.75
Mahindra XUV700,Top,Excellent,Tier 2 (Medium),2024,95035.98,CNG,Manual,Second Owner,13.0,2198,182,7,2101833.82,1870399.65
Mahindra Bolero,Base,Excellent,Tier 2 (Medium),2012,55568.1,Diesel,Manual,Second Owner,16.0,1493,75,7,1181741.75,374381.77
Volkswagen Taigun,Highline (Top),Poor,Tier 2 (Medium),2013,107594.86,Petrol,Automatic,Second Owner,16.0,1498,148,5,1626043.11,512386.2
Honda Amaze,E (Base),Fair,Tier 2 (Medium),2016,19008.86,Petrol,Manual,First Owner,18.0,1199,88,5,804038.86,262369.1
Toyota Glanza,V (Top),Excellent,Tier 2 (Medium),2015,141063.99,Diesel,Manual,First Owner,22.0,1197,88,5,1030255.35,312367.79
Tata Harrier,XE (Base),Excellent,Metro (High Demand),2014,101156.75,CNG,Manual,Third Owner,16.0,1956,167,5,1946192.28,611220.11
Tata Harrier,XE (Base),Excellent,Tier 2 (Medium),2025,50275.54,Petrol,Automatic,First Owner,16.0,1956,167,5,1984053.8,1769342.89
Hyundai Grand i10,SX (Top),Good,Metro (High Demand),2016,82987.8,Petrol,Automatic,First Owner,20.0,1197,82,5,1010377.71,433984.92
Tata Safari,XM (Mid),Fair,Tier 2 (Medium),2016,8083.02,Diesel,Manual,Third Owner,14.0,1956,167,7,2180516.08,665220.88
Honda City,S (Mid),Excellent,Tier 2 (Medium),2023,17477.04,Petrol,Automatic,First Owner,17.0,1498,119,5,1708230.28,1512071.76
Mahindra XUV700,Top,Poor,Tier 2 (Medium),2024,91119.48,Diesel,Manual,First Owner,13.0,2198,182,7,2333563.96,1630631.16
Toyota Urban Cruiser,V (Top),Good,Rural (Low),2019,65259.86,Petrol,Automatic,First Owner,18.0,1462,103,5,1230400.04,656939.53
Hyundai Venue,S (Mid),Poor,Rural (Low),2012,18924.14,CNG,Manual,Second Owner,18.0,998,118,5,1152668.23,369723.93
Kia Seltos,GTX (Top),Excellent,Tier 2 (Medium),2018,73925.11,Petrol,Manual,First Owner,16.0,1497,113,5,1703920.97,936708.32
Mahindra Bolero,Mid,Good,Metro (High Demand),2020,111466.13,CNG,Manual,First Owner,16.0,1493,75,7,1080243.98,565457.15
Volkswagen Taigun,Highline (Top),Good,Tier 2 (Medium),2019,115640.32,CNG,Automatic,First Owner,16.0,1498,148,5,1749699.32,841549.72
Hyundai Grand i10,S (Mid),Fair,Metro (High Demand),2014,18587.27,Petrol,Automatic,First Owner,20.0,1197,82,5,820106.67,247809.86
Hyundai Grand i10,E (Base),Excellent,Metro (High Demand),2021,10475.63,CNG,Automatic,First Owner,20.0,1197,82,5,902210.99,680979.39
Mahindra Bolero,Mid,Excellent,Tier 2 (Medium),2016,98118.38,CNG,Automatic,First Owner,16.0,1493,75,7,1140527.03,469026.83
Honda City,S (Mid),Poor,Tier 2 (Medium),2013,112897.41,CNG,Manual,First Owner,17.0,1498,119,5,1476742.77,970068.62
Mahindra Scorpio,Top,Excellent,Metro (High Demand),2012,405249.2952097634,Diesel,Manual,Fourth & Above Owner,15.0,2184,130,7,1816539.37,565107.9
Toyota Fortuner,V (Top),Good,Metro (High Demand),2020,84734.89,Petrol,Automatic,First Owner,10.0,2755,201,7,3763461.03,2611905.22
Mahindra XUV700,Top,Good,Rural (Low),2019,36072.83,Petrol,Automatic,First Owner,13.0,2198,182,7,2257860.16,1482007.44
Tata Tiago,XM (Mid),Good,Metro (High Demand),2017,383968.3447090721,Diesel,Automatic,First Owner,20.0,1199,84,5,986139.36,460360.6
Maruti Suzuki Swift,LXI (Base),Good,Tier 2 (Medium),2015,87728.79,Diesel,Automatic,First Owner,21.0,1197,82,5,931749.04,367728.3
Mahindra XUV300,Mid,Good,Metro (High Demand),2023,139839.52,CNG,Automatic,First Owner,17.0,1197,108,5,1305276.23,930700.72
Mahindra Thar,Base,Good,Tier 2 (Medium),2012,99682.87,Petrol,Automatic,First Owner,15.0,1997,150,4,1688328.4,518108.34
Hyundai Venue,S (Mid),Fair,Tier 2 (Medium),2023,113336.09,CNG,Manual,Third Owner,18.0,998,118,5,1135502.54,433760.04
Volkswagen Vento,Comfortline (Mid),Good,Tier 2 (Medium),2022,142580.97,CNG,Automatic,Second Owner,17.0,999,108,5,1368901.04,1219761.15
Maruti Suzuki Swift,VXI (Mid),Good,Metro (High Demand),2019,77328.55,CNG,Manual,Second Owner,21.0,1197,82,5,653035.16,346689.29
Kia Sonet,HTE (Base),Good,Rural (Low),2021,20021.7,Petrol,Automatic,First Owner,18.0,998,118,5,1201218.58,755517.03
Hyundai Grand i10,S (Mid),Excellent,Metro (High Demand),2018,139591.34,CNG,Automatic,Third Owner,20.0,1197,82,5,860797.8,281951.92
Honda Amaze,S (Mid),Poor,Rural (Low),2011,107572.83,Diesel,Manual,First Owner,18.0,1199,88,5,1040014.88,328720.37
Maruti Suzuki Brezza,VXI (Mid),Good,Tier 2 (Medium),2024,30203.09,Diesel,Manual,Third Owner,19.0,1462,103,5,1159346.34,822339.07
Tata Nexon,XZ (Top),Good,Metro (High Demand),2025,21476.45,Petrol,Automatic,Second Owner,17.0,1199,118,5,1415566.61,1257650.46
Toyota Glanza,V (Top),Poor,Metro (High Demand),2023,117906.61,CNG,Manual,Third Owner,22.0,1197,88,5,1015418.01,358250.59
Toyota Urban Cruiser,G (Base),Poor,Metro (High Demand),2021,17951.57,Diesel,Automatic,First Owner,18.0,1462,103,5,1285116.69,664398.76
Volkswagen Taigun,Highline (Top),Good,Tier 2 (Medium),2013,127119.66,CNG,Manual,Second Owner,16.0,1498,148,5,1580860.78,486785.06
Honda Amaze,S (Mid),Poor,Rural (Low),2018,29584.31,Petrol,Automatic,First Owner,18.0,1199,88,5,998927.55,344910.92
Volkswagen Taigun,Comfortline (Mid),Excellent,Tier 2 (Medium),2015,60502.63,Diesel,Manual,First Owner,16.0,1498,148,5,1666553.63,590648.26
Maruti Suzuki Baleno,VXI (Mid),Fair,Metro (High Demand),2014,526509.422620223,Diesel,Automatic,Second Owner,22.0,1197,88,5,1151750.15,368778.94
Honda Amaze,VX (Top),Good,Tier 2 (Medium),2025,77721.76,CNG,Automatic,Second Owner,18.0,1199,88,5,1095711.33,885715.57
Mahindra Bolero,Base,Fair,Tier 2 (Medium),2023,113623.46,Petrol,Automatic,Second Owner,16.0,1493,75,7,1145824.7,490614.97
Kia Seltos,GTX (Top),Excellent,Tier 2 (Medium),2019,8797.07,Petrol,Automatic,Second Owner,16.0,1497,113,5,1876853.96,1011136.32
Hyundai Grand i10,SX (Top),Good,Metro (High Demand),2022,120873.69,CNG,Automatic,First Owner,20.0,1197,82,5,946807.15,657213.59
Volkswagen Polo,Trendline (Base),Poor,Metro (High Demand),2023,73686.21,CNG,Automatic,First Owner,18.0,999,108,5,985255.56,510190.87
Toyota Urban Cruiser,G (Base),Good,Tier 2 (Medium),2022,138421.97,CNG,Automatic,Second Owner,18.0,1462,103,5,1157090.25,535246.54
Honda City,S (Mid),Good,Tier 2 (Medium),2024,46581.75,Petrol,Manual,Second Owner,17.0,1498,119,5,1497888.05,1176908.52
Tata Nexon,XZ (Top),Good,Rural (Low),2022,15799.95,Diesel,Manual,First Owner,17.0,1199,118,5,1412730.94,1058765.81
Toyota Innova,V (Top),Excellent,Metro (High Demand),2018,21808.98,Petrol,Automatic,First Owner,11.0,2393,148,7,2809171.08,1841169.31
Toyota Glanza,G (Base),Good,Metro (High Demand),2013,60759.34,Diesel,Automatic,Fourth & Above Owner,22.0,1197,88,5,1089762.79,341940.68
Mahindra XUV300,Mid,Good,Metro (High Demand),2022,119469.1,Petrol,Manual,First Owner,17.0,1197,108,5,1237460.51,794069.21
Hyundai i20,SX (Top),Fair,Tier 2 (Medium),2023,123422.65,Petrol,Manual,First Owner,20.0,1197,82,5,1025529.77,590082.13
Maruti Suzuki Brezza,VXI (Mid),Fair,Tier 2 (Medium),2012,16109.85,Petrol,Manual,Second Owner,19.0,1462,103,5,1009884.9,316780.22
Kia Sonet,HTK (Mid),Excellent,Tier 2 (Medium),2021,118213.66,Diesel,Manual,First Owner,18.0,998,118,5,1221018.45,729602.24
Volkswagen Virtus,Comfortline (Mid),Fair,Tier 2 (Medium),2024,78376.39,Petrol,Manual,Second Owner,18.0,1498,148,5,1568325.03,917617.39
Toyota Innova,G (Base),Excellent,Tier 2 (Medium),2011,96143.7,CNG,Manual,First Owner,11.0,2393,148,7,2532674.35,772435.4
Mahindra Thar,Top,Good,Metro (High Demand),2022,106363.84,CNG,Automatic,Third Owner,15.0,1997,150,4,1797077.75,827667.74
Honda Amaze,VX (Top),Excellent,Metro (High Demand),2020,146824.54,Petrol,Manual,First Owner,18.0,1199,88,5,976266.24,550792.15
Tata Harrier,XE (Base),Fair,Rural (Low),2025,115187.33,Petrol,Automatic,First Owner,16.0,1956,167,5,2002598.98,1240924.94
Toyota Fortuner,G (Base),Fair,Rural (Low),2011,86496.41,Petrol,Automatic,First Owner,10.0,2755,201,7,3631454.24,2609162.74
Tata Tiago,XM (Mid),Excellent,Metro (High Demand),2024,12078.58,CNG,Automatic,First Owner,20.0,1199,84,5,808697.01,698235.66
Volkswagen Polo,Trendline (Base),Good,Rural (Low),2013,9579.52,Petrol,Automatic,First Owner,18.0,999,108,5,1002512.6,324223.79
Tata Tiago,XZ (Top),Fair,Metro (High Demand),2014,147026.63,CNG,Manual,First Owner,20.0,1199,84,5,769565.59,249673.17
Hyundai Grand i10,E (Base),Good,Tier 2 (Medium),2022,99980.07,Petrol,Manual,Third Owner,20.0,1197,82,5,768944.68,366025.91
Toyota Glanza,V (Top),Excellent,Tier 2 (Medium),2011,124634.68,CNG,Manual,Second Owner,22.0,1197,88,5,969070.4,302767.06
Volkswagen Taigun,Highline (Top),Fair,Metro (High Demand),2024,700169.9271568303,Diesel,Manual,First Owner,16.0,1498,148,5,1657765.53,1175246.9
Mahindra Scorpio,Base,Good,Rural (Low),2021,146329.05,Diesel,Automatic,Fourth & Above Owner,15.0,2184,130,7,1900436.6,615580.44
Honda Amaze,E (Base),Good,Tier 2 (Medium),2011,25451.39,Petrol,Manual,First Owner,18.0,1199,88,5,942373.81,292941.47
Hyundai Creta,SX (Top),Fair,Metro (High Demand),2018,8438.33,Petrol,Automatic,Second Owner,16.0,1497,113,5,1764834.54,744394.28
Honda Elevate,S (Mid),Excellent,Rural (Low),2025,37742.15,Diesel,Automatic,First Owner,15.0,1498,119,5,1561337.74,1383610.67
Toyota Innova,G (Base),Poor,Metro (High Demand),2023,90209.76,CNG,Automatic,First Owner,11.0,2393,148,7,2724290.74,1691665.64
Hyundai Grand i10,S (Mid),Good,Metro (High Demand),2023,105019.83,Diesel,Manual,Third Owner,20.0,1197,82,5,927626.47,457254.42
Honda Elevate,E (Base),Fair,Tier 2 (Medium),2012,101451.47,CNG,Automatic,Third Owner,15.0,1498,119,5,1458783.01,457546.04
Toyota Innova,V (Top),Good,Metro (High Demand),2016,78587.05,Petrol,Automatic,Second Owner,11.0,2393,148,7,2731241.04,1069870.73
Honda Elevate,VX (Top),Good,Rural (Low),2022,7660.07,Petrol,Manual,Third Owner,15.0,1498,119,5,1457484.37,827622.47
Toyota Glanza,G (Base),Excellent,Tier 2 (Medium),2013,113930.06,CNG,Manual,First Owner,22.0,1197,88,5,884440.1,279644.4
Tata Nexon,XZ (Top),Good,Rural (Low),2011,32951.1,Petrol,Automatic,First Owner,17.0,1199,118,5,1421871.37,450423.65
Honda Elevate,VX (Top),Good,Tier 2 (Medium),2013,687626.364849844,Diesel,Manual,Second Owner,15.0,1498,119,5,1570849.38,1217527.23
Volkswagen Virtus,Highline (Top),Good,Tier 2 (Medium),2022,139151.37,CNG,Automatic,Second Owner,18.0,1498,148,5,1814284.63,978558.22
Hyundai Grand i10,S (Mid),Fair,Rural (Low),2016,138605.82,CNG,Automatic,First Owner,20.0,1197,82,5,936953.64,297552.06
Tata Tiago,XM (Mid),Good,Metro (High Demand),2024,12230.48,Petrol,Automatic,Third Owner,20.0,1199,84,5,880196.39,615884.73
Toyota Innova,G (Base),Good,Metro (High Demand),2014,25078.29,CNG,Manual,Second Owner,11.0,2393,148,7,2550267.79,787063.69
Honda City,VX (Top),Good,Tier 2 (Medium),2012,83593.58,Petrol,Automatic,Fourth & Above Owner,17.0,1498,119,5,1689701.51,527535.43
Hyundai i20,E (Base),Excellent,Tier 2 (Medium),2025,39469.25,Diesel,Automatic,First Owner,20.0,1197,82,5,1166602.13,1036438.84
Kia Seltos,HTE (Base),Good,Tier 2 (Medium),2023,137622.36,Petrol,Automatic,First Owner,16.0,1497,113,5,1746386.21,1098652.43
Volkswagen Polo,Highline (Top),Good,Rural (Low),2018,136780.54,CNG,Automatic,First Owner,18.0,999,108,5,1076451.51,430458.86
Hyundai i20,S (Mid),Fair,Metro (High Demand),2016,538703.4547784284,Petrol,Automatic,First Owner,20.0,1197,82,5,1062337.6,323708.61
Volkswagen Virtus,Highline (Top),Poor,Metro (High Demand),2020,59954.68,Diesel,Automatic,First Owner,18.0,1498,148,5,1935498.36,844275.05
Maruti Suzuki Brezza,ZXI (Top),Good,Metro (High Demand),2023,467233.9093593899,Diesel,Automatic,First Owner,19.0,1462,103,5,1241759.76,1025079.31
Mahindra XUV300,Mid,Good,Metro (High Demand),2025,125098.49,Diesel,Manual,Second Owner,17.0,1197,108,5,1308610.78,891893.94
Volkswagen Taigun,Comfortline (Mid),Good,Tier 2 (Medium),2013,27486.16,Petrol,Automatic,First Owner,16.0,1498,148,5,1564512.81,471531.53
Volkswagen Virtus,Trendline (Base),Good,Metro (High Demand),2012,86142.79,CNG,Manual,Second Owner,18.0,1498,148,5,1607765.26,499770.86
Tata Tiago,XE (Base),Excellent,Tier 2 (Medium),2016,100678.44,Diesel,Manual,Third Owner,20.0,1199,84,5,798022.65,254440.04
Honda Amaze,S (Mid),Good,Tier 2 (Medium),2012,42116.86,Diesel,Automatic,Second Owner,18.0,1199,88,5,1196865.41,370401.14
Honda City,S (Mid),Good,Tier 2 (Medium),2015,49151.78,CNG,Manual,Second Owner,17.0,1498,119,5,1536356.14,476306.55
Tata Altroz,XM (Mid),Good,Tier 2 (Medium),2025,49028.33,Petrol,Manual,First Owner,19.0,1199,84,5,850769.93,748970.55
Volkswagen Polo,Highline (Top),Good,Metro (High Demand),2025,70134.54,Petrol,Manual,First Owner,18.0,999,108,5,943722.53,839191.58
Maruti Suzuki Alto,ZXI (Top),Excellent,Tier 2 (Medium),2024,96328.36,CNG,Manual,First Owner,22.0,796,47,5,581318.77,508499.14
Hyundai Venue,E (Base),Good,Metro (High Demand),2018,99519.06,CNG,Manual,First Owner,18.0,998,118,5,1017704.55,462794.19
Volkswagen Virtus,Trendline (Base),Fair,Tier 2 (Medium),2020,105785.63,Diesel,Manual,Second Owner,18.0,1498,148,5,1728151.88,533243.17
Kia Sonet,GTX (Top),Poor,Tier 2 (Medium),2011,80271.49,Diesel,Automatic,First Owner,18.0,998,118,5,1355838.2,430340.97
Volkswagen Virtus,Highline (Top),Fair,Metro (High Demand),2011,6753.61,Diesel,Manual,Third Owner,18.0,1498,148,5,1735706.35,539061.67
Maruti Suzuki Alto,VXI (Mid),Good,Tier 2 (Medium),2014,27249.26,CNG,Automatic,First Owner,22.0,796,47,5,543647.3,174077.25
Tata Altroz,XE (Base),Good,Metro (High Demand),2013,24211.84,Petrol,Manual,Second Owner,19.0,1199,84,5,814699.25,264505.27
Toyota Innova,V (Top),Fair,Metro (High Demand),2014,9383.05,Diesel,Automatic,First Owner,11.0,2393,148,7,2835753.04,970271.06
Maruti Suzuki Baleno,VXI (Mid),Good,Rural (Low),2011,14659.52,Diesel,Automatic,First Owner,22.0,1197,88,5,1052176.03,333408.26
Volkswagen Polo,Trendline (Base),Good,Rural (Low),2018,95923.21,Petrol,Manual,First Owner,18.0,999,108,5,918835.5,351491.95
Volkswagen Vento,Trendline (Base),Good,Tier 2 (Medium),2015,103033.03,Diesel,Automatic,Third Owner,17.0,999,108,5,1341417.67,412791.4
Tata Tiago,XM (Mid),Fair,Tier 2 (Medium),2025,131688.9,Diesel,Manual,Third Owner,20.0,1199,84,5,789784.49,403326.41
Maruti Suzuki Ertiga,ZXI (Top),Excellent,Tier 2 (Medium),2016,61218.05,CNG,Manual,First Owner,20.0,1462,103,7,1241610.78,596478.77
Tata Nexon,XZ (Top),Good,Rural (Low),2025,130515.41,Petrol,Manual,First Owner,17.0,1199,118,5,1281406.23,1042982.88
Maruti Suzuki Ertiga,LXI (Base),Fair,Metro (High Demand),2023,133720.7,Petrol,Manual,First Owner,20.0,1462,103,7,1136457.06,639609.42
